1.4015734195709229, 0.15, -0.76, -0.62
1.490971565246582, 0.12, -0.76, -0.58
1.3719544410705566, 0.15, -0.76, -0.58
1.3424444198608398, 0.15, -0.76, -0.62
0.9163680076599121, 0.15, -0.76, -0.62
1.0393965244293213, 0.15, -0.76, -0.62
1.431318998336792, 0.12, -0.76, -0.58
1.069857120513916, 0.15, -0.76, -0.58
1.4610815048217773, 0.15, -0.76, -0.62
1.2241966724395752, 0.15, -0.76, -0.62
1.1627240180969238, 0.15, -0.76, -0.62
1.3128292560577393, 0.12, -0.76, -0.62
1.1922783851623535, 0.12, -0.76, -0.58
1.2833411693572998, 0.15, -0.76, -0.62
0.975135326385498, 0.15, -0.76, -0.62
1.2538161277770996, 0.12, -0.76, -0.62
0.9453480243682861, 0.15, -0.76, -0.62
1.0091235637664795, 0.15, -0.76, -0.58
1.1024248600006104, 0.15, -0.76, -0.62
1.1320679187774658, 0.12, -0.76, -0.62
1.5158820152282715, 0.15, -0.76, -0.58
2.2004265785217285, 0.12, -0.76, -0.62
2.178183078765869, 0.15, -0.76, -0.62
2.1561810970306396, 0.15, -0.76, -0.58
2.2278754711151123, 0.15, -0.76, -0.58
2.3211255073547363, 0.15, -0.76, -0.62
2.2580597400665283, 0.15, -0.76, -0.62
2.411379098892212, 0.12, -0.76, -0.62
2.434358596801758, 0.15, -0.76, -0.58
1.5379350185394287, 0.15, -0.76, -0.58
2.351144790649414, 0.15, -0.76, -0.58
2.288168430328369, 0.15, -0.76, -0.58
2.4561240673065186, 0.15, -0.76, -0.58
2.381288766860962, 0.15, -0.76, -0.62
2.5232396125793457, 0.15, -0.76, -0.62
2.546612024307251, 0.15, -0.76, -0.62
2.5012576580047607, 0.15, -0.76, -0.62
2.4785332679748535, 0.15, -0.76, -0.62
2.613046646118164, 0.12, -0.76, -0.58
2.5908219814300537, 0.15, -0.76, -0.62
2.5688490867614746, 0.15, -0.76, -0.62
2.6357223987579346, 0.15, -0.76, -0.58
2.6596381664276123, 0.15, -0.76, -0.62
2.7493655681610107, 0.15, -0.76, -0.62
2.7255859375, 0.15, -0.76, -0.65
2.68155574798584, 0.15, -0.76, -0.62
2.7035422325134277, 0.15, -0.76, -0.62
2.839439868927002, 0.15, -0.76, -0.62
2.8154616355895996, 0.15, -0.76, -0.58
2.8613860607147217, 0.15, -0.76, -0.62
2.7713286876678467, 0.15, -0.76, -0.62
2.7930638790130615, 0.15, -0.76, -0.58
2.9528605937957764, 0.12, -0.76, -0.58
2.9057021141052246, 0.15, -0.76, -0.62
2.9285075664520264, 0.15, -0.76, -0.62
2.8833329677581787, 0.15, -0.76, -0.62
3.0420620441436768, 0.15, -0.79, -0.58
2.997128963470459, 0.15, -0.76, -0.58
3.0199313163757324, 0.15, -0.76, -0.62
2.9747304916381836, 0.15, -0.76, -0.58
3.087770700454712, 0.15, -0.76, -0.62
3.06542706489563, 0.15, -0.76, -0.62
3.134488105773926, 0.15, -0.76, -0.62
3.10975980758667, 0.15, -0.76, -0.62
3.2607901096343994, 0.15, -0.76, -0.65
3.168365240097046, 0.15, -0.76, -0.58
3.227787733078003, 0.15, -0.76, -0.58
3.1979551315307617, 0.15, -0.76, -0.62
3.3201658725738525, 0.15, -0.76, -0.62
3.2902979850769043, 0.15, -0.76, -0.58
3.349989652633667, 0.12, -0.76, -0.58
3.4629125595092773, 0.15, -0.76, -0.62
3.384337902069092, 0.15, -0.76, -0.58
3.485734224319458, 0.15, -0.76, -0.62
3.4397220611572266, 0.15, -0.76, -0.62
3.414013624191284, 0.15, -0.76, -0.62
3.575258493423462, 0.15, -0.76, -0.58
3.5529367923736572, 0.12, -0.76, -0.58
3.507589101791382, 0.15, -0.76, -0.62
3.5293641090393066, 0.15, -0.79, -0.62
3.664501905441284, 0.15, -0.76, -0.62
3.6863913536071777, 0.15, -0.76, -0.62
3.597203254699707, 0.15, -0.76, -0.55
3.6190598011016846, 0.15, -0.76, -0.58
3.7784178256988525, 0.15, -0.76, -0.58
3.753390312194824, 0.12, -0.76, -0.58
3.641434669494629, 0.15, -0.76, -0.58
3.7314815521240234, 0.15, -0.76, -0.62
3.8449556827545166, 0.15, -0.76, -0.65
3.8693456649780273, 0.15, -0.76, -0.62
3.7085249423980713, 0.15, -0.76, -0.62
3.823042154312134, 0.15, -0.76, -0.62
3.8914291858673096, 0.15, -0.76, -0.58
3.8004674911499023, 0.15, -0.76, -0.62
3.935819149017334, 0.15, -0.76, -0.58
3.981499433517456, 0.18, -0.76, -0.58
3.9139304161071777, 0.15, -0.76, -0.58
3.957916498184204, 0.15, -0.73, -0.58
4.00431752204895, 0.15, -0.76, -0.62
4.115835189819336, 0.15, -0.76, -0.58
4.093968391418457, 0.15, -0.76, -0.58
4.0480217933654785, 0.15, -0.76, -0.62
4.0715553760528564, 0.15, -0.76, -0.62
4.026149272918701, 0.15, -0.76, -0.62
4.167583227157593, 0.15, -0.76, -0.58
4.138048410415649, 0.15, -0.76, -0.62
4.229642868041992, 0.15, -0.76, -0.58
4.2917609214782715, 0.15, -0.76, -0.62
4.259019613265991, 0.15, -0.76, -0.62
4.200026988983154, 0.15, -0.76, -0.62
4.3837199211120605, 0.15, -0.76, -0.62
